Player Name,Rounds,Green In Regulation Percentage,Greens Hit,Holes,Relative/Par,Year
Adam Hadwin,93,66.07,"1,106","1,674",-0.30,2016
Phil Mickelson,75,66.05,856,"1,296",-0.31,2016
Steve Marino,72,66.01,808,"1,224",-0.25,2016
Nick Taylor,83,65.82,936,"1,422",-0.27,2016
Ryan Moore,86,65.78,959,"1,458",-0.28,2016
Ricky Barnes,97,65.77,"1,101","1,674",-0.29,2016
Whee Kim,82,65.74,923,"1,404",-0.23,2016
Brandt Snedeker,93,65.67,"1,052","1,602",-0.28,2016
Cameron Tringale,81,65.66,910,"1,386",-0.27,2016
Jim Herman,93,65.65,"1,099","1,674",-0.24,2016
Brendon de Jonge,83,65.64,957,"1,458",-0.25,2016
Justin Thomas,99,65.63,"1,134","1,728",-0.29,2016
Tyler Aldridge,83,65.54,932,"1,422",-0.24,2016
David Toms,62,65.50,731,"1,116",-0.21,2016
K.J. Choi,73,65.37,859,"1,314",-0.26,2016
D.A. Points,55,65.36,600,918,-0.24,2016
Jamie Lovemark,91,65.32,"1,070","1,638",-0.28,2016
Marc Leishman,89,65.31,"1,011","1,548",-0.27,2016
Chesson Hadley,81,65.26,928,"1,422",-0.25,2016
Sung Kang,89,65.26,"1,022","1,566",-0.27,2016
Colt Knost,90,65.25,"1,010","1,548",-0.25,2016
Kevin Kisner,97,65.19,"1,103","1,692",-0.30,2016
J.B. Holmes,77,65.17,868,"1,332",-0.29,2016
Tony Finau,95,65.09,"1,113","1,710",-0.29,2016
Scott Brown,88,65.03,"1,030","1,584",-0.27,2016
Mark Wilson,66,64.96,725,"1,116",-0.21,2016
Francesco Molinari,64,64.93,748,"1,152",-0.25,2016
Freddie Jacobson,86,64.86,"1,004","1,548",-0.28,2016
Brian Harman,104,64.85,"1,214","1,872",-0.28,2016
Harris English,97,64.83,"1,132","1,746",-0.26,2016
Si Woo Kim,113,64.83,"1,272","1,962",-0.29,2016
Tyrone Van Aswegen,105,64.81,"1,190","1,836",-0.25,2016
Tim Wilkinson,72,64.71,792,"1,224",-0.27,2016
Patrick Reed,105,64.65,"1,152","1,782",-0.30,2016
Andrew Landry,53,64.63,570,882,-0.25,2016
Luke Donald,81,64.61,942,"1,458",-0.23,2016
James Hahn,85,64.58,988,"1,530",-0.25,2016
Charley Hoffman,91,64.58,"1,023","1,584",-0.25,2016
Seung-Yul Noh,85,64.54,941,"1,458",-0.27,2016
Zach Johnson,90,64.53,999,"1,548",-0.27,2016
Shane Lowry,57,64.51,627,972,-0.24,2016
Patton Kizzire,93,64.48,"1,033","1,602",-0.27,2016
Graeme McDowell,63,64.44,696,"1,080",-0.25,2016
Carlos Ortiz,79,64.44,870,"1,350",-0.27,2016
Vaughn Taylor,72,64.43,835,"1,296",-0.28,2016
Sam Saunders,69,64.36,753,"1,170",-0.25,2016
Martin Piller,59,64.33,660,"1,026",-0.25,2016
Rory Sabbatini,57,64.30,625,972,-0.23,2016
George McNeill,51,64.16,589,918,-0.24,2016
Chris Kirk,90,64.05,980,"1,530",-0.25,2016
Rod Pampling,54,64.00,576,900,-0.23,2016
David Lingmerth,84,63.99,910,"1,422",-0.27,2016
Matt Jones,83,63.96,921,"1,440",-0.28,2016
Jimmy Walker,85,63.96,944,"1,476",-0.30,2016
Danny Lee,93,63.95,"1,036","1,620",-0.26,2016
Scott Langley,65,63.93,725,"1,134",-0.22,2016
Jeff Overton,69,63.85,747,"1,170",-0.22,2016
Robert Allenby,51,63.73,585,918,-0.19,2016
Fabián Gómez,82,63.71,906,"1,422",-0.27,2016
Geoff Ogilvy,63,63.65,676,"1,062",-0.26,2016
Ben Crane,80,63.60,870,"1,368",-0.26,2016
Rob Oppenheim,67,63.58,721,"1,134",-0.24,2016
Mark Hubbard,101,63.52,"1,109","1,746",-0.27,2016
Jordan Spieth,80,63.52,869,"1,368",-0.34,2016
Willy Wilcox,67,63.42,742,"1,170",-0.28,2016
Andrew Loupe,75,63.41,856,"1,350",-0.31,2016
Brian Stuard,66,63.30,752,"1,188",-0.24,2016
Morgan Hoffmann,71,63.27,763,"1,206",-0.29,2016
Wes Roach,59,63.23,626,990,-0.28,2016
Luke Guthrie,57,63.13,625,990,-0.30,2016
Troy Merritt,77,63.13,875,"1,386",-0.29,2016
Aaron Baddeley,93,63.11,"1,011","1,602",-0.29,2016
Ángel Cabrera,62,63.08,704,"1,116",-0.23,2016
Jon Curran,99,63.02,"1,123","1,782",-0.26,2016
Daniel Summerhays,99,63.02,"1,123","1,782",-0.30,2016
Steve Stricker,53,63.00,601,954,-0.29,2016
Padraig Harrington,54,62.96,612,972,-0.26,2016
Michael Kim,100,62.96,"1,088","1,728",-0.26,2016
Anirban Lahiri,72,62.88,781,"1,242",-0.28,2016
Hunter Mahan,61,62.75,689,"1,098",-0.26,2016
Retief Goosen,55,62.73,621,990,-0.28,2016
Vijay Singh,72,62.73,813,"1,296",-0.25,2016
Cameron Smith,73,62.72,779,"1,242",-0.26,2016
Billy Hurley III,66,62.71,745,"1,188",-0.27,2016
Tom Hoge,81,62.48,866,"1,386",-0.25,2016
Chad Collins,73,62.40,820,"1,314",-0.24,2016
Zac Blair,99,62.34,"1,066","1,710",-0.24,2016
Camilo Villegas,83,62.10,883,"1,422",-0.26,2016
Peter Malnati,85,62.09,950,"1,530",-0.26,2016
Derek Fathauer,94,62.00,"1,049","1,692",-0.27,2016
Steve Wheatcroft,85,61.93,903,"1,458",-0.27,2016
Abraham Ancer,51,61.81,534,864,-0.24,2016
Stuart Appleby,71,61.43,763,"1,242",-0.27,2016
Bryce Molder,80,61.32,861,"1,404",-0.28,2016
Ernie Els,66,61.20,727,"1,188",-0.27,2016
Jonas Blixt,79,60.96,834,"1,368",-0.30,2016
Dicky Pride,55,60.90,581,954,-0.24,2016
D.H. Lee,61,60.14,617,"1,026",-0.26,2016
Hiroshi Iwata,85,59.50,889,"1,494",-0.28,2016
Ken Duke,58,59.26,576,972,-0.26,2016
Erik Compton,65,58.64,665,"1,134",-0.26,2016
Steven Bowditch,71,54.46,696,"1,278",-0.26,2016
Brendon Todd,66,54.23,615,"1,134",-0.25,2016
Henrik Stenson,63,73.52,794,"1,080",-0.26,2015
Jim Herman,88,73.23,"1,160","1,584",-0.23,2015
Stewart Cink,77,72.94,"1,011","1,386",-0.23,2015
Willy Wilcox,58,72.53,705,972,-0.28,2015
Paul Casey,87,72.36,"1,068","1,476",-0.27,2015
Francesco Molinari,56,71.07,678,954,-0.22,2015
Jason Day,75,70.83,918,"1,296",-0.36,2015
Russell Knox,96,70.83,"1,224","1,728",-0.25,2015
Justin Rose,69,70.54,838,"1,188",-0.31,2015
Lucas Glover,79,70.46,"1,002","1,422",-0.22,2015
Alex Prugh,84,70.14,"1,010","1,440",-0.26,2015
Michael Putnam,87,70.13,"1,073","1,530",-0.22,2015
J.J. Henry,94,69.88,"1,132","1,620",-0.22,2015
Jim Furyk,71,69.79,804,"1,152",-0.24,2015
Chez Reavie,56,69.64,702,"1,008",-0.25,2015
Adam Scott,51,69.62,589,846,-0.26,2015
Brooks Koepka,84,69.48,"1,013","1,458",-0.30,2015
Billy Horschel,99,69.33,"1,173","1,692",-0.27,2015
Bubba Watson,71,69.32,836,"1,206",-0.33,2015
Greg Owen,58,69.25,723,"1,044",-0.22,2015
Hideki Matsuyama,95,69.20,"1,121","1,620",-0.30,2015
Graham DeLaet,65,69.15,809,"1,170",-0.27,2015
Robert Streb,110,69.14,"1,369","1,980",-0.29,2015
Jason Dufner,76,69.03,907,"1,314",-0.24,2015
Kevin Streelman,95,68.99,"1,130","1,638",-0.26,2015
Johnson Wagner,68,68.95,844,"1,224",-0.25,2015
Justin Thomas,106,68.92,"1,315","1,908",-0.31,2015
Jason Bohn,95,68.89,"1,178","1,710",-0.30,2015
Byron Smith,59,68.89,682,990,-0.23,2015
Daniel Berger,97,68.84,"1,202","1,746",-0.27,2015
Bill Haas,89,68.80,"1,065","1,548",-0.24,2015
Shawn Stefani,94,68.79,"1,164","1,692",-0.29,2015
Bill Lunde,50,68.72,569,828,-0.21,2015
Ben Martin,93,68.70,"1,113","1,620",-0.27,2015
Chad Campbell,97,68.61,"1,198","1,746",-0.24,2015
Nicholas Thompson,90,68.60,"1,062","1,548",-0.25,2015
Zach Johnson,90,68.58,"1,074","1,566",-0.29,2015
Charles Howell III,105,68.57,"1,296","1,890",-0.26,2015
Hudson Swafford,97,68.54,"1,172","1,710",-0.30,2015
Brendan Steele,88,68.52,"1,036","1,512",-0.30,2015
Martin Flores,95,68.32,"1,119","1,638",-0.24,2015
John Peterson,84,68.32,"1,033","1,512",-0.25,2015
Brice Garnett,81,68.28,971,"1,422",-0.23,2015
Louis Oosthuizen,68,68.28,762,"1,116",-0.27,2015
Spencer Levin,99,68.27,"1,192","1,746",-0.23,2015
Whee Kim,71,68.20,847,"1,242",-0.26,2015
David Hearn,97,67.98,"1,187","1,746",-0.27,2015
Pat Perez,96,67.88,"1,173","1,728",-0.29,2015
Jordan Spieth,91,67.87,"1,075","1,584",-0.34,2015
William McGirt,103,67.85,"1,258","1,854",-0.25,2015
Mark Wilson,89,67.84,"1,038","1,530",-0.24,2015
Rory Sabbatini,81,67.83,989,"1,458",-0.27,2015
Webb Simpson,81,67.81,952,"1,404",-0.25,2015
Cameron Percy,72,67.78,854,"1,260",-0.26,2015
Boo Weekley,79,67.72,963,"1,422",-0.26,2015
John Merrick,78,67.64,901,"1,332",-0.24,2015
Tony Finau,106,67.61,"1,290","1,908",-0.31,2015
Scott Pinckney,88,67.61,"1,071","1,584",-0.26,2015
Sergio Garcia,59,67.56,681,"1,008",-0.29,2015
Keegan Bradley,87,67.53,"1,021","1,512",-0.28,2015
Jason Gore,76,67.52,875,"1,296",-0.27,2015
Brendon de Jonge,106,67.51,"1,288","1,908",-0.28,2015
Colt Knost,90,67.44,"1,044","1,548",-0.28,2015
Davis Love III,51,67.43,619,918,-0.22,2015
Jonathan Byrd,69,67.35,788,"1,170",-0.24,2015
Nick Watney,91,67.34,"1,103","1,638",-0.26,2015
Jason Kokrak,88,67.30,"1,066","1,584",-0.27,2015
John Senden,80,67.26,908,"1,350",-0.27,2015
Russell Henley,87,67.06,"1,014","1,512",-0.29,2015
Harris English,105,67.05,"1,231","1,836",-0.28,2015
Dustin Johnson,75,67.05,869,"1,296",-0.34,2015
Kyle Reifers,96,67.03,"1,110","1,656",-0.25,2015
Bo Van Pelt,81,66.88,951,"1,422",-0.25,2015
Carlos Ortiz,100,66.84,"1,155","1,728",-0.29,2015
Mark Hubbard,79,66.81,926,"1,386",-0.25,2015
Ryan Palmer,80,66.81,914,"1,368",-0.28,2015
Patrick Rodgers,57,66.77,637,954,-0.30,2015
Tyrone Van Aswegen,58,66.77,649,972,-0.26,2015
Gary Woodland,81,66.74,889,"1,332",-0.26,2015
Scott Piercy,90,66.73,"1,081","1,620",-0.28,2015
Robert Allenby,63,66.67,708,"1,062",-0.20,2015
Andres Gonzales,90,66.67,"1,032","1,548",-0.27,2015
Brian Harman,90,66.67,"1,080","1,620",-0.27,2015
Steven Alker,62,66.57,719,"1,080",-0.26,2015
Adam Hadwin,95,66.55,"1,114","1,674",-0.26,2015
Matt Kuchar,97,66.55,"1,126","1,692",-0.31,2015
Geoff Ogilvy,50,66.55,575,864,-0.23,2015
Derek Ernst,75,66.51,850,"1,278",-0.22,2015
Lee Westwood,56,66.45,622,936,-0.28,2015
Blayne Barber,76,66.44,885,"1,332",-0.27,2015
George McNeill,93,66.43,"1,112","1,674",-0.27,2015
Ryo Ishikawa,90,66.41,"1,052","1,584",-0.28,2015
Jon Curran,83,66.39,944,"1,422",-0.24,2015
Martin Laird,77,66.31,919,"1,386",-0.27,2015
Kevin Kisner,104,66.24,"1,240","1,872",-0.26,2015
Vijay Singh,78,66.24,930,"1,404",-0.25,2015
Charley Hoffman,97,66.19,"1,120","1,692",-0.30,2015
James Hahn,94,66.13,"1,119","1,692",-0.27,2015
Roberto Castro,54,66.11,595,900,-0.24,2015
Chad Collins,79,66.10,940,"1,422",-0.25,2015
Jimmy Walker,89,66.09,"1,023","1,548",-0.31,2015
Tom Hoge,83,66.03,939,"1,422",-0.29,2015
Kevin Chappell,86,66.02,"1,022","1,548",-0.28,2015
Jerry Kelly,79,65.96,938,"1,422",-0.28,2015
Seung-Yul Noh,65,65.90,771,"1,170",-0.28,2015
Rickie Fowler,76,65.81,841,"1,278",-0.31,2015
Hunter Mahan,88,65.79,971,"1,476",-0.26,2015
Ian Poulter,68,65.71,757,"1,152",-0.27,2015
Alex Cejka,94,65.70,"1,088","1,656",-0.27,2015
Jeff Overton,94,65.70,"1,088","1,656",-0.27,2015
Danny Lee,120,65.69,"1,419","2,160",-0.30,2015
Chris Stroud,84,65.67,993,"1,512",-0.27,2015
Marc Leishman,74,65.62,815,"1,242",-0.27,2015
Daniel Summerhays,101,65.62,"1,193","1,818",-0.30,2015
Luke Donald,71,65.57,838,"1,278",-0.24,2015
Zac Blair,108,65.54,"1,227","1,872",-0.25,2015
Charlie Beljan,76,65.51,849,"1,296",-0.25,2015
Brendon Todd,96,65.47,"1,096","1,674",-0.28,2015
Bryce Molder,91,65.45,"1,025","1,566",-0.27,2015
Jhonattan Vegas,90,65.44,"1,013","1,548",-0.26,2015
Michael Thompson,83,65.43,954,"1,458",-0.26,2015
Billy Hurley III,83,65.26,928,"1,422",-0.24,2015
Ryan Moore,81,65.24,916,"1,404",-0.30,2015
Jim Renner,68,65.24,775,"1,188",-0.18,2015
Sam Saunders,83,65.23,951,"1,458",-0.25,2015
Scott Brown,97,65.18,"1,138","1,746",-0.28,2015
Scott Stallings,60,65.00,702,"1,080",-0.26,2015
Charl Schwartzel,67,64.99,737,"1,134",-0.26,2015
Brandt Snedeker,98,64.97,"1,111","1,710",-0.29,2015
David Lingmerth,90,64.94,"1,052","1,620",-0.28,2015
Ángel Cabrera,53,64.88,619,954,-0.26,2015
John Huh,102,64.85,"1,179","1,818",-0.26,2015
Sung Joon Park,79,64.72,897,"1,386",-0.21,2015
Scott Langley,94,64.67,"1,071","1,656",-0.27,2015
David Toms,62,64.66,675,"1,044",-0.24,2015
Steve Wheatcroft,87,64.59,965,"1,494",-0.30,2015
Cameron Tringale,96,64.58,"1,116","1,728",-0.25,2015
Kevin Na,98,64.56,"1,104","1,710",-0.29,2015
Chris Kirk,76,64.54,848,"1,314",-0.29,2015
Ernie Els,57,64.52,662,"1,026",-0.24,2015
Patrick Reed,103,64.42,"1,148","1,782",-0.30,2015
Nick Taylor,91,64.41,"1,055","1,638",-0.28,2015
Jonathan Randolph,72,64.37,811,"1,260",-0.25,2015
Sean O'Hair,86,64.34,996,"1,548",-0.29,2015
D.A. Points,72,64.29,810,"1,260",-0.23,2015
Ken Duke,93,64.17,"1,028","1,602",-0.25,2015
Matt Jones,89,64.05,980,"1,530",-0.31,2015
Robert Garrigus,70,63.97,760,"1,188",-0.25,2015
Gonzalo Fernandez-Castaño,81,63.92,886,"1,386",-0.24,2015
Jamie Donaldson,50,63.83,540,846,-0.25,2015
K.J. Choi,66,63.80,712,"1,116",-0.26,2015
Greg Chalmers,58,63.79,620,972,-0.28,2015
Luke Guthrie,84,63.75,941,"1,476",-0.28,2015
J.B. Holmes,89,63.66,974,"1,530",-0.33,2015
Andrew Svoboda,80,63.60,893,"1,404",-0.25,2015
Chesson Hadley,101,63.59,"1,156","1,818",-0.29,2015
Fabián Gómez,83,63.52,949,"1,494",-0.27,2015
Steven Bowditch,103,63.43,"1,176","1,854",-0.29,2015
Troy Merritt,91,63.37,"1,038","1,638",-0.25,2015
Ben Crane,62,63.22,660,"1,044",-0.22,2015
Brian Stuard,97,63.20,"1,058","1,674",-0.26,2015
Erik Compton,86,63.18,978,"1,548",-0.28,2015
Oscar Fraustro,58,63.17,614,972,-0.26,2015
Roger Sloan,56,63.14,591,936,-0.26,2015
Camilo Villegas,83,63.05,942,"1,494",-0.26,2015
Carl Pettersson,106,63.00,"1,202","1,908",-0.29,2015
Max Homa,78,62.99,839,"1,332",-0.26,2015
Sangmoon Bae,98,62.93,"1,110","1,764",-0.28,2015
Heath Slocum,57,62.79,599,954,-0.23,2015
Jonas Blixt,78,62.71,824,"1,314",-0.29,2015
Justin Leonard,61,62.57,687,"1,098",-0.24,2015
Aaron Baddeley,76,62.46,832,"1,332",-0.30,2015
Tim Wilkinson,73,62.44,798,"1,278",-0.24,2015
Brian Davis,86,62.26,919,"1,476",-0.24,2015
Retief Goosen,81,62.19,862,"1,386",-0.26,2015
Andres Romero,69,61.70,733,"1,188",-0.27,2015
Phil Mickelson,70,61.51,775,"1,260",-0.31,2015
Derek Fathauer,81,61.33,850,"1,386",-0.28,2015
Eric Axley,57,61.21,606,990,-0.26,2015
Morgan Hoffmann,85,61.11,935,"1,530",-0.31,2015
Padraig Harrington,60,61.02,659,"1,080",-0.25,2015
Ricky Barnes,82,60.47,849,"1,404",-0.29,2015
Andrew Putnam,68,59.90,690,"1,152",-0.27,2015
Matt Every,73,58.10,732,"1,260",-0.24,2015
Chad Campbell,57,72.43,691,954,-0.20,2014
Justin Hicks,103,71.44,"1,273","1,782",-0.23,2014
Graham DeLaet,80,70.68,"1,005","1,422",-0.26,2014
Billy Horschel,92,70.43,"1,141","1,620",-0.26,2014
J.J. Henry,91,69.60,"1,090","1,566",-0.20,2014
Rory McIlroy,66,69.44,800,"1,152",-0.36,2014
Jhonattan Vegas,77,69.11,933,"1,350",-0.23,2014
Henrik Stenson,56,69.03,671,972,-0.28,2014
Kevin Stadler,90,68.91,"1,104","1,602",-0.26,2014
Adam Scott,68,68.79,842,"1,224",-0.32,2014
Hudson Swafford,75,68.78,879,"1,278",-0.23,2014
Jim Furyk,84,68.75,990,"1,440",-0.24,2014
David Toms,64,68.73,767,"1,116",-0.25,2014
Sergio Garcia,61,68.68,717,"1,044",-0.28,2014
Bill Haas,107,68.62,"1,297","1,890",-0.26,2014
Bo Van Pelt,83,68.61,"1,025","1,494",-0.24,2014
Harris English,95,68.36,"1,132","1,656",-0.28,2014
Andrew Svoboda,77,68.11,944,"1,386",-0.24,2014
John Merrick,87,68.07,"1,017","1,494",-0.24,2014
Boo Weekley,73,68.06,882,"1,296",-0.19,2014
Dustin Johnson,58,68.03,698,"1,026",-0.32,2014
Russell Knox,92,68.00,"1,126","1,656",-0.24,2014
Ryan Moore,86,67.99,"1,028","1,512",-0.28,2014
Bubba Watson,76,67.96,893,"1,314",-0.32,2014
John Senden,99,67.85,"1,209","1,782",-0.26,2014
Charles Howell III,106,67.66,"1,291","1,908",-0.27,2014
Robert Allenby,83,67.63,986,"1,458",-0.20,2014
Kevin Chappell,100,67.59,"1,168","1,728",-0.28,2014
Jimmy Walker,98,67.59,"1,168","1,728",-0.31,2014
Bud Cauley,56,67.46,680,"1,008",-0.23,2014
Zach Johnson,97,67.42,"1,165","1,728",-0.27,2014
Nick Watney,80,67.33,909,"1,350",-0.25,2014
Heath Slocum,71,67.31,836,"1,242",-0.21,2014
Ken Duke,80,67.17,943,"1,404",-0.22,2014
Charley Hoffman,93,67.08,"1,123","1,674",-0.29,2014
Michael Putnam,106,67.05,"1,231","1,836",-0.23,2014
Lucas Glover,68,67.00,796,"1,188",-0.21,2014
Seung-Yul Noh,92,66.97,"1,109","1,656",-0.25,2014
Camilo Villegas,95,66.96,"1,145","1,710",-0.28,2014
Matt Kuchar,91,66.92,"1,060","1,584",-0.28,2014
Justin Rose,70,66.91,819,"1,224",-0.30,2014
Daniel Summerhays,98,66.89,"1,180","1,764",-0.27,2014
Willy Wilcox,51,66.89,590,882,-0.24,2014
Kyle Stanley,87,66.87,999,"1,494",-0.20,2014
Cameron Tringale,111,66.77,"1,334","1,998",-0.25,2014
Keegan Bradley,89,66.67,"1,056","1,584",-0.29,2014
Hunter Mahan,88,66.67,"1,020","1,530",-0.25,2014
Ryan Palmer,85,66.67,"1,020","1,530",-0.30,2014
Carl Pettersson,91,66.67,"1,092","1,638",-0.25,2014
Nicholas Thompson,85,66.67,972,"1,458",-0.21,2014
Gary Woodland,93,66.55,"1,102","1,656",-0.27,2014
Martin Flores,85,66.54,"1,018","1,530",-0.24,2014
Brendan Steele,89,66.47,"1,017","1,530",-0.27,2014
Louis Oosthuizen,50,66.43,550,828,-0.23,2014
David Hearn,97,66.38,"1,159","1,746",-0.25,2014
Jim Herman,62,66.38,693,"1,044",-0.23,2014
Stewart Cink,91,66.36,"1,087","1,638",-0.25,2014
Martin Laird,66,66.31,740,"1,116",-0.26,2014
Jason Dufner,57,66.26,644,972,-0.26,2014
Shawn Stefani,60,66.20,715,"1,080",-0.25,2014
George McNeill,79,66.17,941,"1,422",-0.28,2014
Ben Martin,80,66.04,951,"1,440",-0.27,2014
Billy Hurley III,86,65.89,"1,020","1,548",-0.23,2014
Jeff Overton,80,65.79,900,"1,368",-0.26,2014
Paul Casey,56,65.77,663,"1,008",-0.29,2014
Graeme McDowell,66,65.77,734,"1,116",-0.28,2014
Jeff Maggert,54,65.74,639,972,-0.20,2014
Michael Thompson,74,65.69,875,"1,332",-0.27,2014
Robert Streb,75,65.65,839,"1,278",-0.27,2014
Will MacKenzie,82,65.58,968,"1,476",-0.29,2014
Jerry Kelly,80,65.56,944,"1,440",-0.28,2014
John Peterson,62,65.56,708,"1,080",-0.21,2014
Vijay Singh,83,65.39,977,"1,494",-0.22,2014
Jason Kokrak,65,65.38,765,"1,170",-0.30,2014
Rory Sabbatini,82,65.38,918,"1,404",-0.25,2014
Kevin Kisner,85,65.29,999,"1,530",-0.27,2014
Trevor Immelman,84,65.28,940,"1,440",-0.22,2014
Webb Simpson,87,65.28,987,"1,512",-0.27,2014
Phil Mickelson,71,65.26,834,"1,278",-0.29,2014
Marc Leishman,81,65.21,939,"1,440",-0.29,2014
Chris Stroud,88,65.21,"1,033","1,584",-0.29,2014
Charlie Beljan,76,65.20,845,"1,296",-0.27,2014
Brice Garnett,92,65.15,"1,032","1,584",-0.25,2014
Robert Garrigus,80,65.14,938,"1,440",-0.29,2014
"Ted Potter, Jr.",68,65.11,797,"1,224",-0.22,2014
Josh Teater,90,65.09,"1,031","1,584",-0.24,2014
Brad Fritsch,50,65.05,562,864,-0.26,2014
Troy Merritt,62,65.05,726,"1,116",-0.27,2014
Scott Brown,100,65.00,"1,170","1,800",-0.27,2014
Ángel Cabrera,69,64.98,807,"1,242",-0.26,2014
Brooks Koepka,56,64.98,655,"1,008",-0.31,2014
Ricky Barnes,92,64.96,"1,029","1,584",-0.26,2014
Ryo Ishikawa,75,64.96,877,"1,350",-0.31,2014
Jamie Lovemark,64,64.91,701,"1,080",-0.26,2014
Jonathan Byrd,76,64.89,841,"1,296",-0.25,2014
John Rollins,84,64.86,934,"1,440",-0.21,2014
Jason Bohn,81,64.75,944,"1,458",-0.26,2014
Kevin Na,94,64.72,"1,095","1,692",-0.29,2014
Martin Kaymer,65,64.58,744,"1,152",-0.29,2014
Rickie Fowler,91,64.51,987,"1,530",-0.30,2014
Davis Love III,74,64.51,836,"1,296",-0.25,2014
Geoff Ogilvy,84,64.51,929,"1,440",-0.23,2014
Brendon de Jonge,109,64.48,"1,265","1,962",-0.25,2014
Danny Lee,84,64.44,928,"1,440",-0.27,2014
William McGirt,96,64.41,"1,113","1,728",-0.27,2014
John Huh,87,64.39,962,"1,494",-0.23,2014
Pat Perez,84,64.35,973,"1,512",-0.26,2014
Kevin Tway,64,64.35,695,"1,080",-0.20,2014
Spencer Levin,59,64.31,683,"1,062",-0.24,2014
Tim Clark,75,64.30,868,"1,350",-0.25,2014
Brian Harman,111,64.26,"1,284","1,998",-0.28,2014
Wes Roach,67,64.20,728,"1,134",-0.26,2014
Tyrone Van Aswegen,79,64.17,901,"1,404",-0.26,2014
Scott Langley,95,64.16,"1,074","1,674",-0.27,2014
Johnson Wagner,69,64.10,750,"1,170",-0.23,2014
Hideki Matsuyama,82,64.03,922,"1,440",-0.28,2014
Tommy Gainey,73,64.01,795,"1,242",-0.27,2014
Jason Day,54,64.00,553,864,-0.28,2014
Brendon Todd,108,63.99,"1,244","1,944",-0.27,2014
James Hahn,82,63.96,921,"1,440",-0.23,2014
Bryce Molder,77,63.93,840,"1,314",-0.26,2014
Brian Stuard,91,63.86,"1,000","1,566",-0.28,2014
Lee Westwood,57,63.69,642,"1,008",-0.29,2014
Retief Goosen,94,63.64,"1,031","1,620",-0.25,2014
Patrick Reed,92,63.64,"1,031","1,620",-0.28,2014
Luke Guthrie,85,63.53,972,"1,530",-0.29,2014
Charl Schwartzel,64,63.53,709,"1,116",-0.31,2014
Derek Ernst,80,63.52,869,"1,368",-0.22,2014
Chris Kirk,105,63.46,"1,188","1,872",-0.28,2014
Briny Baird,50,63.44,571,900,-0.22,2014
Ben Crane,81,63.44,925,"1,458",-0.25,2014
Sean O'Hair,77,63.42,879,"1,386",-0.25,2014
Steven Bowditch,93,63.38,"1,061","1,674",-0.26,2014
Matt Every,85,63.33,969,"1,530",-0.27,2014
David Lingmerth,80,63.30,866,"1,368",-0.25,2014
Brandt Snedeker,89,63.28,991,"1,566",-0.28,2014
Matt Jones,83,63.25,945,"1,494",-0.30,2014
Kevin Streelman,79,63.25,888,"1,404",-0.28,2014
Mark Wilson,69,63.25,740,"1,170",-0.19,2014
Scott Stallings,77,63.16,864,"1,368",-0.24,2014
Andrew Loupe,65,63.11,693,"1,098",-0.26,2014
Erik Compton,88,63.07,999,"1,584",-0.27,2014
Chesson Hadley,84,63.03,953,"1,512",-0.27,2014
Luke Donald,57,63.00,635,"1,008",-0.26,2014
Stuart Appleby,92,62.96,"1,020","1,620",-0.27,2014
Sangmoon Bae,76,62.94,861,"1,368",-0.29,2014
Morgan Hoffmann,103,62.74,"1,118","1,782",-0.29,2014
D.A. Points,75,62.71,824,"1,314",-0.22,2014
Jim Renner,61,62.71,666,"1,062",-0.22,2014
Ben Curtis,77,62.63,823,"1,314",-0.24,2014
Freddie Jacobson,91,62.58,"1,025","1,638",-0.28,2014
Jordan Spieth,102,62.47,"1,102","1,764",-0.31,2014
Ian Poulter,57,62.40,629,"1,008",-0.28,2014
K.J. Choi,80,62.08,894,"1,440",-0.28,2014
Troy Matteson,62,61.97,647,"1,044",-0.23,2014
Russell Henley,92,61.84,"1,024","1,656",-0.28,2014
Tim Wilkinson,86,61.72,911,"1,476",-0.26,2014
Y.E. Yang,79,61.68,866,"1,404",-0.25,2014
Ernie Els,85,61.60,876,"1,422",-0.26,2014
Brian Davis,93,61.47,"1,029","1,674",-0.26,2014
Bronson La'Cassie,51,61.35,519,846,-0.23,2014
Jonas Blixt,64,61.11,682,"1,116",-0.28,2014
J.B. Holmes,86,60.92,943,"1,548",-0.29,2014
James Driscoll,71,60.88,778,"1,278",-0.27,2014
Charlie Wi,72,60.87,767,"1,260",-0.24,2014
Gonzalo Fernandez-Castaño,83,60.84,898,"1,476",-0.25,2014
Woody Austin,63,60.83,646,"1,062",-0.24,2014
Andres Romero,81,60.53,839,"1,386",-0.28,2014
Roberto Castro,76,60.44,805,"1,332",-0.25,2014
Chad Collins,78,59.98,799,"1,332",-0.25,2014
Richard Lee,80,59.97,842,"1,404",-0.26,2014
D.H. Lee,54,59.89,539,900,-0.20,2014
Greg Chalmers,85,59.88,873,"1,458",-0.27,2014
Aaron Baddeley,74,59.80,775,"1,296",-0.29,2014
Brian Gay,81,59.21,842,"1,422",-0.24,2014
Justin Leonard,75,57.78,780,"1,350",-0.25,2014
Mike Weir,69,57.44,672,"1,170",-0.24,2014
Henrik Stenson,65,71.96,829,"1,152",-0.27,2013
Steve Stricker,51,71.16,602,846,-0.30,2013
Graham DeLaet,94,70.51,"1,193","1,692",-0.25,2013
Ricky Barnes,74,70.48,888,"1,260",-0.21,2013
Bubba Watson,76,69.41,912,"1,314",-0.27,2013
