Player Name,Events,Money,YTD Victories,Year
Lee Westwood,19,"$2,081,731",,2013
Jonas Blixt,24,"$2,027,517",1,2013
Russell Henley,24,"$2,008,026",1,2013
John Merrick,23,"$1,969,478",1,2013
Patrick Reed,26,"$1,961,519",1,2013
Luke Donald,17,"$1,930,646",,2013
Gary Woodland,26,"$1,915,732",1,2013
Charles Howell III,26,"$1,877,389",,2013
Scott Piercy,24,"$1,830,084",,2013
Rickie Fowler,22,"$1,816,742",,2013
Rory McIlroy,16,"$1,802,443",,2013
Brendon de Jonge,30,"$1,795,244",,2013
Ángel Cabrera,21,"$1,791,183",,2013
Bubba Watson,21,"$1,759,276",,2013
Martin Laird,21,"$1,755,393",1,2013
David Lingmerth,23,"$1,748,109",,2013
Chris Kirk,24,"$1,728,616",,2013
Matt Jones,24,"$1,724,707",,2013
Ian Poulter,16,"$1,723,463",,2013
Ken Duke,28,"$1,722,583",1,2013
Sangmoon Bae,26,"$1,714,640",1,2013
Michael Thompson,22,"$1,707,637",1,2013
David Lynn,22,"$1,633,253",,2013
Scott Stallings,27,"$1,622,627",,2013
Chris Stroud,26,"$1,602,122",,2013
Kevin Chappell,24,"$1,589,839",,2013
Charley Hoffman,23,"$1,582,423",,2013
John Huh,28,"$1,529,482",,2013
Ryan Palmer,22,"$1,521,592",,2013
Marc Leishman,23,"$1,491,359",,2013
Ryan Moore,22,"$1,490,265",,2013
Kyle Stanley,24,"$1,462,943",,2013
Brian Gay,24,"$1,426,017",1,2013
Tim Clark,20,"$1,355,952",,2013
Josh Teater,24,"$1,332,652",,2013
Derek Ernst,21,"$1,330,856",1,2013
Rory Sabbatini,27,"$1,327,822",,2013
Kevin Stadler,25,"$1,281,177",,2013
Daniel Summerhays,26,"$1,277,886",,2013
Jason Kokrak,25,"$1,267,525",,2013
Freddie Jacobson,19,"$1,236,722",,2013
Brian Davis,28,"$1,221,524",,2013
Matt Every,28,"$1,188,867",,2013
Ernie Els,19,"$1,173,761",,2013
David Hearn,26,"$1,171,515",,2013
John Rollins,24,"$1,164,049",,2013
Robert Garrigus,22,"$1,132,355",,2013
Stewart Cink,22,"$1,052,712",,2013
Brian Stuard,25,"$1,032,028",,2013
Jeff Maggert,21,"$1,022,331",,2013
Scott Brown,21,"$1,012,142",1,2013
Brendan Steele,26,"$1,004,161",,2013
Luke Guthrie,27,"$991,902",,2013
Pat Perez,22,"$974,800",,2013
K.J. Choi,24,"$973,751",,2013
Cameron Tringale,24,"$971,209",,2013
Nicholas Thompson,29,"$959,434",,2013
Bo Van Pelt,22,"$956,629",,2013
Richard Lee,24,"$920,836",,2013
Charlie Beljan,24,"$916,229",,2013
Mark Wilson,19,"$913,730",,2013
Brian Harman,29,"$909,759",,2013
Geoff Ogilvy,19,"$892,920",,2013
Martin Kaymer,17,"$882,937",,2013
D.H. Lee,22,"$882,793",,2013
Morgan Hoffmann,20,"$871,003",,2013
William McGirt,24,"$867,384",,2013
James Hahn,26,"$853,507",,2013
Jerry Kelly,22,"$832,407",,2013
"Ted Potter, Jr.",22,"$829,770",,2013
James Driscoll,23,"$821,101",,2013
Bryce Molder,24,"$816,922",,2013
Martin Flores,25,"$805,597",,2013
Johnson Wagner,24,"$801,955",,2013
Ben Crane,21,"$796,947",,2013
Bob Estes,18,"$769,717",,2013
J.J. Henry,26,"$761,861",,2013
Lucas Glover,23,"$747,812",,2013
Jason Bohn,23,"$739,030",,2013
Carl Pettersson,24,"$738,143",,2013
Justin Hicks,25,"$732,742",,2013
Jeff Overton,24,"$721,723",,2013
Aaron Baddeley,24,"$721,024",,2013
Nicolas Colsaerts,17,"$720,164",,2013
Andres Romero,21,"$718,507",,2013
Padraig Harrington,17,"$711,244",,2013
Camilo Villegas,23,"$709,677",,2013
Steven Bowditch,22,"$697,775",,2013
Justin Leonard,24,"$694,139",,2013
John Senden,25,"$667,027",,2013
Charlie Wi,23,"$656,672",,2013
Erik Compton,24,"$651,660",,2013
David Toms,16,"$646,161",,2013
Greg Chalmers,25,"$632,283",,2013
Peter Hanson,15,"$610,178",,2013
Chez Reavie,22,"$590,925",,2013
Scott Langley,27,"$590,684",,2013
Fabián Gómez,23,"$586,942",,2013
Woody Austin,8,"$568,800",1,2013
Ricky Barnes,26,"$553,878",,2013
Justin Bolli,23,"$545,187",,2013
Stuart Appleby,25,"$538,333",,2013
Tommy Gainey,28,"$520,479",,2013
Shawn Stefani,21,"$511,399",,2013
Chad Campbell,25,"$510,661",,2013
George McNeill,21,"$500,798",,2013
Louis Oosthuizen,12,"$497,408",,2013
Dicky Pride,23,"$495,390",,2013
Jim Herman,19,"$490,756",,2013
Brendon Todd,10,"$473,220",,2013
Robert Streb,25,"$454,871",,2013
Brad Fritsch,24,"$452,184",,2013
Robert Karlsson,18,"$444,238",,2013
Bud Cauley,24,"$443,698",,2013
Greg Owen,24,"$442,198",,2013
Jonathan Byrd,16,"$428,966",,2013
Tag Ridings,24,"$428,922",,2013
Casey Wittenberg,27,"$425,395",,2013
Ryo Ishikawa,23,"$424,541",,2013
Ben Kohles,25,"$419,416",,2013
Henrik Norlander,22,"$401,958",,2013
Vaughn Taylor,16,"$399,286",,2013
Seung-Yul Noh,25,"$391,763",,2013
Ben Curtis,20,"$372,543",,2013
Trevor Immelman,24,"$360,549",,2013
Tom Gillis,22,"$345,325",,2013
Doug LaBelle II,23,"$338,921",,2013
Steve LeBrun,21,"$337,157",,2013
Bobby Gates,20,"$320,248",,2013
Retief Goosen,9,"$315,702",,2013
Ross Fisher,15,"$311,168",,2013
Vijay Singh,19,"$309,351",,2013
Brandt Jobe,19,"$309,105",,2013
Russell Knox,11,"$305,973",,2013
Davis Love III,15,"$303,470",,2013
Tim Herron,15,"$302,570",,2013
D.J. Trahan,16,"$284,249",,2013
Nick O'Hern,10,"$282,464",,2013
Cameron Percy,21,"$277,336",,2013
Cameron Beckman,8,"$276,805",,2013
David Mathis,24,"$274,477",,2013
Sean O'Hair,22,"$268,614",,2013
Luke List,24,"$264,401",,2013
Y.E. Yang,19,"$259,118",,2013
Troy Matteson,24,"$245,090",,2013
Kevin Sutherland,13,"$223,098",,2013
Scott Gardiner,23,"$219,645",,2013
Fred Couples,4,"$218,398",,2013
Aaron Watkins,19,"$217,495",,2013
Will Claxton,24,"$206,722",,2013
Bill Lunde,10,"$206,710",,2013
Robert Allenby,24,"$204,272",,2013
Tim Petrovic,12,"$196,565",,2013
Mike Weir,22,"$194,510",,2013
Stephen Ames,19,"$188,987",,2013
Glen Day,6,"$186,610",,2013
Darron Stiles,20,"$184,866",,2013
Andres Gonzales,17,"$179,387",,2013
Colt Knost,25,"$176,710",,2013
Chris DiMarco,11,"$175,555",,2013
Alistair Presnell,23,"$163,134",,2013
Steve Marino,12,"$148,874",,2013
Paul Casey,7,"$147,612",,2013
John Mallinger,12,"$137,299",,2013
Jin Park,20,"$136,457",,2013
Lee Williams,22,"$133,755",,2013
Billy Mayfair,14,"$123,860",,2013
Billy Andrade,3,"$114,000",,2013
Kevin Na,8,"$110,864",,2013
Rod Pampling,16,"$110,451",,2013
Matt Bettencourt,9,"$101,687",,2013
Joey Snyder III,15,"$98,887",,2013
Nathan Green,9,"$97,753",,2013
Heath Slocum,9,"$90,796",,2013
"Wes Short, Jr.",15,"$82,855",,2013
Michael Bradley,21,"$79,107",,2013
Andrew Svoboda,18,"$77,219",,2013
Steve Flesch,6,"$76,654",,2013
Gary Christian,10,"$75,332",,2013
Paul Haley II,18,"$73,006",,2013
Scott Verplank,14,"$62,905",,2013
Eric Meierdierks,19,"$58,029",,2013
Bernhard Langer,1,"$56,040",,2013
Joe Ogilvie,15,"$54,173",,2013
Jeff Gove,17,"$53,401",,2013
Kenny Perry,3,"$52,616",,2013
Joe Affrunti,5,"$49,615",,2013
Jesper Parnevik,13,"$49,241",,2013
Hank Kuehne,5,"$48,046",,2013
Michael Letzig,17,"$45,626",,2013
John Daly,12,"$43,543",,2013
Neal Lancaster,6,"$36,979",,2013
Peter Lonard,1,"$36,667",,2013
Paul Stankowski,1,"$36,667",,2013
Sandy Lyle,2,"$34,962",,2013
Troy Kelly,10,"$32,350",,2013
Joe Durant,7,"$32,290",,2013
Ryuji Imada,7,"$30,820",,2013
Tom Watson,4,"$28,980",,2013
Duffy Waldorf,3,"$28,657",,2013
Chris Riley,3,"$27,521",,2013
Lee Janzen,11,"$25,482",,2013
Arjun Atwal,8,"$22,122",,2013
Alexandre Rocha,3,"$21,254",,2013
Dean Wilson,2,"$20,836",,2013
Tom Lehman,2,"$20,077",,2013
Mark O'Meara,3,"$20,077",,2013
José María Olazábal,2,"$19,480",,2013
Bart Bryant,2,"$19,068",,2013
Russ Cochran,1,"$19,068",,2013
Robert Gamez,3,"$17,880",,2013
Todd Hamilton,4,"$17,864",,2013
David Frost,1,"$16,864",,2013
J.B. Holmes,5,"$15,184",,2013
Skip Kendall,2,"$13,590",,2013
Marc Turnesa,2,"$12,900",,2013
Ted Purdy,3,"$12,797",,2013
Andre Stolz,1,"$7,905",,2013
Marco Dawson,1,"$6,630",,2013
Kent Jones,1,"$6,630",,2013
David Duval,8,"$6,210",,2013
Scott McCarron,8,"$6,060",,2013
Frank Lickliter II,3,"$5,730",,2013
Rory McIlroy,16,"$8,047,952",4,2012
Tiger Woods,19,"$6,133,158",3,2012
Brandt Snedeker,22,"$4,989,739",2,2012
Jason Dufner,22,"$4,869,304",2,2012
Bubba Watson,19,"$4,644,997",1,2012
Zach Johnson,25,"$4,504,244",2,2012
Justin Rose,19,"$4,290,930",1,2012
Phil Mickelson,22,"$4,203,821",1,2012
Hunter Mahan,23,"$4,019,193",2,2012
Keegan Bradley,25,"$3,910,658",1,2012
Matt Kuchar,22,"$3,903,065",1,2012
Jim Furyk,24,"$3,623,805",,2012
Carl Pettersson,26,"$3,538,656",1,2012
Luke Donald,17,"$3,512,024",1,2012
Louis Oosthuizen,19,"$3,460,995",,2012
Ernie Els,22,"$3,453,118",1,2012
Webb Simpson,22,"$3,436,758",1,2012
Steve Stricker,19,"$3,420,021",1,2012
Dustin Johnson,19,"$3,393,820",1,2012
Robert Garrigus,26,"$3,206,530",,2012
Rickie Fowler,23,"$3,066,293",1,2012
Nick Watney,26,"$3,044,224",1,2012
Bo Van Pelt,24,"$3,043,509",,2012
Lee Westwood,15,"$3,016,569",,2012
Adam Scott,16,"$2,899,557",,2012
Ryan Moore,24,"$2,858,944",1,2012
Scott Piercy,28,"$2,699,205",1,2012
John Huh,28,"$2,692,113",1,2012
Sergio Garcia,16,"$2,510,116",1,2012
Ben Curtis,19,"$2,494,153",1,2012
Graeme McDowell,16,"$2,408,279",,2012
Kyle Stanley,27,"$2,351,857",1,2012
Bill Haas,23,"$2,349,951",1,2012
Jonas Blixt,21,"$2,255,695",1,2012
Johnson Wagner,27,"$2,225,007",1,2012
Martin Laird,22,"$2,172,883",,2012
Mark Wilson,25,"$2,144,780",1,2012
Kevin Na,25,"$2,029,943",,2012
Brendon de Jonge,31,"$2,015,252",,2012
Matt Every,25,"$1,972,166",,2012
Marc Leishman,23,"$1,933,761",1,2012
John Senden,22,"$1,916,651",,2012
Charlie Wi,25,"$1,845,397",,2012
Bud Cauley,28,"$1,774,479",,2012
Ian Poulter,15,"$1,715,271",1,2012
Ben Crane,23,"$1,701,365",,2012
David Toms,19,"$1,658,428",,2012
Jimmy Walker,28,"$1,638,419",,2012
Seung-Yul Noh,28,"$1,629,751",,2012
Jonathan Byrd,21,"$1,616,789",,2012
Vijay Singh,27,"$1,586,305",,2012
Jeff Overton,29,"$1,563,670",,2012
Padraig Harrington,18,"$1,546,272",,2012
Kevin Stadler,25,"$1,546,036",,2012
Tommy Gainey,32,"$1,540,749",1,2012
D.A. Points,29,"$1,533,361",,2012
Ken Duke,30,"$1,511,628",,2012
Ryan Palmer,24,"$1,501,215",,2012
John Rollins,26,"$1,489,155",,2012
Michael Thompson,25,"$1,408,374",,2012
Tim Clark,20,"$1,407,028",,2012
"Ted Potter, Jr.",25,"$1,383,170",1,2012
Charlie Beljan,22,"$1,373,528",1,2012
Brian Davis,29,"$1,318,032",,2012
J.J. Henry,28,"$1,297,802",1,2012
Scott Stallings,27,"$1,293,739",1,2012
Charles Howell III,29,"$1,284,578",,2012
Spencer Levin,26,"$1,283,616",,2012
Charley Hoffman,27,"$1,276,663",,2012
Dicky Pride,19,"$1,259,712",,2012
Geoff Ogilvy,20,"$1,255,223",,2012
Tom Gillis,23,"$1,238,058",,2012
Blake Adams,32,"$1,234,345",,2012
William McGirt,30,"$1,228,947",,2012
Cameron Tringale,26,"$1,225,737",,2012
Aaron Baddeley,22,"$1,215,753",,2012
Troy Matteson,32,"$1,198,953",,2012
Chris Kirk,27,"$1,197,562",,2012
Harris English,27,"$1,186,003",,2012
J.B. Holmes,25,"$1,179,505",,2012
Greg Chalmers,25,"$1,166,627",,2012
Bryce Molder,25,"$1,166,115",,2012
Sangmoon Bae,25,"$1,165,952",,2012
Sean O'Hair,24,"$1,160,981",,2012
Greg Owen,27,"$1,151,622",,2012
John Mallinger,25,"$1,146,852",,2012
Brian Harman,30,"$1,146,448",,2012
Jason Day,17,"$1,143,233",,2012
