Player Name,Rounds,Average SG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS,Year
Steve Stricker,53,.101,-.440,-.003,.544,45,2016
Hudson Swafford,104,.100,.403,.275,-.578,91,2016
Jim Herman,93,.098,.466,-.239,-.129,70,2016
Johnson Wagner,86,.095,.030,.219,-.154,76,2016
Blayne Barber,84,.088,.018,.127,-.056,74,2016
Anirban Lahiri,72,.088,.025,.143,-.080,48,2016
Nick Taylor,83,.086,.149,.060,-.123,66,2016
Henrik Norlander,71,.049,.093,.072,-.116,52,2016
Rod Pampling,54,.049,.222,-.372,.199,37,2016
Kyle Reifers,115,.047,.112,.061,-.127,96,2016
Ben Crane,80,.037,-.149,-.006,.192,65,2016
Graeme McDowell,63,.030,-.129,.161,-.003,45,2016
Tyrone Van Aswegen,105,.024,-.500,.544,-.019,87,2016
Whee Kim,82,.010,.252,-.390,.148,65,2016
James Hahn,85,.001,-.025,-.089,.116,69,2016
Adam Hadwin,93,-.003,.152,-.061,-.094,87,2016
Bryce Molder,80,-.013,-.181,-.331,.498,67,2016
Harris English,97,-.017,-.344,.200,.127,72,2016
Stuart Appleby,71,-.025,-.173,-.100,.248,66,2016
Chris Stroud,82,-.029,-.069,.159,-.119,69,2016
Chesson Hadley,81,-.047,-.038,.133,-.142,66,2016
Colt Knost,90,-.060,-.178,.257,-.139,70,2016
Willy Wilcox,67,-.062,.040,.159,-.261,57,2016
Brian Stuard,66,-.070,-.100,-.110,.140,60,2016
Matt Jones,83,-.071,.013,-.272,.188,62,2016
Jeff Overton,69,-.076,-.054,-.157,.134,58,2016
Patton Kizzire,93,-.077,-.343,.370,-.105,74,2016
Cameron Tringale,81,-.081,-.443,.257,.104,70,2016
Billy Hurley III,66,-.084,-.206,.226,-.104,59,2016
Ricky Barnes,97,-.091,-.518,.199,.227,80,2016
Tyler Aldridge,83,-.110,-.115,-.031,.036,67,2016
Ben Martin,92,-.117,.079,.081,-.277,80,2016
Kevin Kisner,97,-.119,.347,-.136,-.331,73,2016
Derek Ernst,59,-.127,.152,-.291,.012,43,2016
Kelly Kraft,63,-.146,.009,-.035,-.120,44,2016
Seung-Yul Noh,85,-.149,-.637,.114,.374,69,2016
K.J. Choi,73,-.174,-.511,.166,.171,66,2016
Sung Kang,89,-.182,-.009,-.121,-.053,73,2016
Ken Duke,58,-.210,.040,-.202,-.048,48,2016
Dawie van der Walt,72,-.213,-.013,.210,-.410,56,2016
Bronson Burgoon,83,-.217,.073,.127,-.417,64,2016
Brian Harman,104,-.225,.257,-.622,.140,91,2016
Fabián Gómez,82,-.249,.009,-.289,.030,73,2016
Jason Bohn,67,-.252,-.259,.272,-.265,59,2016
Tom Hoge,81,-.254,-.315,.236,-.175,63,2016
Scott Pinckney,87,-.262,.511,-.396,-.376,71,2016
Rob Oppenheim,67,-.276,-.716,.285,.156,50,2016
Sam Saunders,69,-.293,-.191,-.105,.003,51,2016
George McNeill,51,-.306,-.415,.278,-.168,46,2016
Abraham Ancer,51,-.307,-.024,-.340,.057,38,2016
Morgan Hoffmann,71,-.324,-.070,-.192,-.062,59,2016
Aaron Baddeley,93,-.347,-.363,-.382,.398,74,2016
Jon Curran,99,-.354,-.659,.001,.304,84,2016
Daniel Summerhays,99,-.356,-.126,-.257,.027,79,2016
Michael Kim,100,-.366,-.151,-.105,-.110,85,2016
Steve Wheatcroft,85,-.375,.008,-.394,.012,70,2016
Mark Wilson,66,-.399,-.501,-.061,.163,55,2016
Andrew Loupe,75,-.416,.038,-.295,-.158,66,2016
Ernie Els,66,-.428,.065,-.480,-.014,56,2016
Freddie Jacobson,86,-.432,-.349,-.129,.046,71,2016
Rhein Gibson,58,-.443,-.067,.000,-.376,44,2016
Chad Collins,73,-.448,-.629,-.226,.407,64,2016
Jason Gore,78,-.453,.202,-.036,-.619,59,2016
Rory Sabbatini,57,-.459,.115,-.628,.054,39,2016
Andres Gonzales,80,-.469,-.222,-.112,-.135,64,2016
J.J. Henry,68,-.475,-.144,-.226,-.104,60,2016
Carlos Ortiz,79,-.477,-.321,.122,-.278,60,2016
Mark Hubbard,101,-.487,-.143,-.189,-.155,83,2016
Brendon de Jonge,83,-.489,-.230,-.196,-.063,65,2016
Steve Marino,72,-.503,.112,-.343,-.272,55,2016
Zac Blair,99,-.565,-.068,-.498,.001,81,2016
Camilo Villegas,83,-.572,-.764,.080,.113,71,2016
Troy Merritt,77,-.608,-.303,-.138,-.166,65,2016
Wes Roach,59,-.615,-.015,-.262,-.338,43,2016
Jonas Blixt,79,-.621,-.287,-.361,.026,67,2016
Scott Langley,65,-.639,.105,-.999,.254,53,2016
Erik Compton,65,-.679,-.354,-.393,.067,50,2016
Andrew Landry,53,-.694,.594,-.892,-.396,33,2016
Cameron Smith,73,-.706,-.357,-.286,-.062,46,2016
Ángel Cabrera,62,-.708,.085,-.254,-.540,48,2016
Derek Fathauer,94,-.752,-.514,-.227,-.012,75,2016
Hiroshi Iwata,85,-.775,-.127,-.606,-.042,66,2016
Luke Guthrie,57,-.847,-.819,-.075,.046,45,2016
Martin Piller,59,-.962,-.253,-.478,-.231,46,2016
Dicky Pride,55,-.974,-.212,-.856,.094,41,2016
Hunter Mahan,61,-1.063,.034,-.787,-.311,49,2016
Peter Malnati,85,-1.143,-.538,-.532,-.073,74,2016
Robert Allenby,51,-1.459,-.631,-.460,-.368,41,2016
D.H. Lee,61,-1.821,-.510,-1.317,.007,46,2016
Brendon Todd,66,-2.055,-1.043,-1.424,.412,54,2016
Steven Bowditch,71,-3.340,-1.616,-1.680,-.044,55,2016
Bubba Watson,71,1.876,1.194,.684,-.002,56,2015
Henrik Stenson,63,1.774,.448,1.244,.082,44,2015
Jim Furyk,71,1.658,.064,1.081,.513,52,2015
Jordan Spieth,91,1.583,.494,.618,.471,66,2015
Jason Day,75,1.520,.772,.461,.287,57,2015
Justin Rose,69,1.471,.550,.692,.228,49,2015
Hideki Matsuyama,95,1.388,.496,.637,.254,70,2015
Webb Simpson,81,1.346,.225,.582,.539,64,2015
Dustin Johnson,75,1.326,.960,.579,-.212,54,2015
Paul Casey,87,1.202,.392,.991,-.182,63,2015
Lucas Glover,79,1.170,.591,.691,-.111,72,2015
Keegan Bradley,87,1.088,.436,.389,.263,64,2015
Zach Johnson,90,1.081,.240,.605,.236,70,2015
Sergio Garcia,59,1.067,.442,.468,.157,36,2015
Brendan Steele,88,1.005,.363,.600,.041,76,2015
J.B. Holmes,89,.949,.427,.253,.268,66,2015
Justin Thomas,106,.926,.352,.385,.188,96,2015
Jason Dufner,76,.922,.242,.399,.281,48,2015
Willy Wilcox,58,.863,.662,.144,.058,41,2015
Francesco Molinari,56,.859,.324,.572,-.037,43,2015
Russell Knox,96,.827,.098,.622,.107,87,2015
Louis Oosthuizen,68,.825,.339,.397,.088,47,2015
Matt Kuchar,97,.817,.136,.202,.479,77,2015
Ryan Palmer,80,.813,.356,.529,-.072,54,2015
Vijay Singh,78,.812,.152,.420,.241,69,2015
Rickie Fowler,76,.779,.123,.590,.066,57,2015
Robert Streb,110,.712,.309,.175,.228,96,2015
Kevin Na,98,.711,-.329,.381,.660,71,2015
Bill Haas,89,.689,.140,.422,.126,71,2015
Daniel Berger,97,.682,.372,.526,-.217,83,2015
Boo Weekley,79,.671,.548,.108,.015,67,2015
Nick Watney,91,.661,.310,.238,.112,81,2015
Brooks Koepka,84,.660,.407,.200,.052,65,2015
Tony Finau,106,.634,.383,.224,.027,92,2015
Charl Schwartzel,67,.629,.669,-.132,.092,41,2015
Roberto Castro,54,.612,.079,.347,.187,36,2015
Adam Scott,51,.601,.682,.114,-.195,32,2015
Charles Howell III,105,.599,.340,.199,.059,99,2015
Greg Owen,58,.572,.036,.407,.129,40,2015
Rory Sabbatini,81,.567,.094,.375,.097,66,2015
Jason Bohn,95,.538,.019,.561,-.042,87,2015
Chad Campbell,97,.482,.130,.192,.159,91,2015
Patrick Reed,103,.465,-.071,.263,.273,76,2015
John Peterson,84,.435,.333,.276,-.175,77,2015
Shawn Stefani,94,.423,.332,.283,-.192,88,2015
John Merrick,78,.420,.056,.358,.006,58,2015
Ryan Moore,81,.418,.071,.246,.102,61,2015
Tom Hoge,83,.410,.035,.456,-.080,65,2015
Jim Herman,88,.407,.467,.285,-.345,77,2015
William McGirt,103,.395,.087,.060,.248,97,2015
Kevin Kisner,104,.389,.316,.141,-.068,94,2015
Michael Putnam,87,.373,-.025,.420,-.022,68,2015
Stewart Cink,77,.367,.087,.561,-.282,66,2015
David Lingmerth,90,.366,.379,.013,-.025,74,2015
Danny Lee,120,.354,-.301,.718,-.062,100,2015
Kevin Streelman,95,.352,.563,.005,-.216,73,2015
George McNeill,93,.351,-.223,.645,-.071,89,2015
Chris Kirk,76,.350,-.150,.302,.198,56,2015
Chez Reavie,56,.342,.384,.298,-.340,50,2015
Ian Poulter,68,.329,-.054,.235,.147,48,2015
Marc Leishman,74,.322,.021,.199,.102,54,2015
Scott Piercy,90,.322,.270,.224,-.172,83,2015
Brendon de Jonge,106,.320,.276,.196,-.152,92,2015
Phil Mickelson,70,.319,.072,.022,.225,55,2015
James Hahn,94,.307,.106,.135,.065,78,2015
Jason Kokrak,88,.306,.464,-.014,-.144,80,2015
Graham DeLaet,65,.299,.027,.328,-.056,54,2015
Luke Donald,71,.295,-.793,.573,.514,54,2015
Lee Westwood,56,.283,.094,.292,-.102,32,2015
Charley Hoffman,97,.269,.470,.137,-.338,76,2015
Matt Jones,89,.263,.249,-.319,.333,67,2015
Geoff Ogilvy,50,.260,.138,.082,.039,35,2015
Steven Bowditch,103,.256,-.053,.056,.253,88,2015
Martin Flores,95,.255,.349,-.142,.047,79,2015
Brendon Todd,96,.248,-.168,.136,.280,76,2015
Cameron Tringale,96,.244,-.074,-.054,.373,79,2015
Jimmy Walker,89,.241,-.161,.334,.068,64,2015
Pat Perez,96,.222,-.010,.187,.045,83,2015
Harris English,105,.217,.009,.207,.000,88,2015
Scott Brown,97,.216,.296,.031,-.111,81,2015
Martin Laird,77,.206,-.078,.302,-.019,73,2015
Kevin Chappell,86,.202,.160,-.105,.148,75,2015
Billy Horschel,99,.202,.366,.137,-.301,73,2015
Chad Collins,79,.201,-.250,.246,.205,63,2015
Jerry Kelly,79,.186,.073,-.052,.166,66,2015
Chris Stroud,84,.178,-.249,.132,.295,68,2015
David Toms,62,.178,-.041,-.028,.248,55,2015
Brian Harman,90,.177,.322,-.176,.030,78,2015
Steven Alker,62,.163,-.129,-.114,.406,50,2015
Cameron Percy,72,.163,.128,-.002,.037,58,2015
Jason Gore,76,.157,.284,.266,-.393,58,2015
Ben Martin,93,.153,-.016,.268,-.100,77,2015
Jonathan Byrd,69,.148,-.145,-.303,.596,51,2015
John Senden,80,.142,.331,-.171,-.017,51,2015
Spencer Levin,99,.135,.204,.181,-.250,83,2015
Patrick Rodgers,57,.133,.680,-.456,-.090,46,2015
Gary Woodland,81,.121,.177,.227,-.284,54,2015
Scott Langley,94,.108,-.128,.056,.180,79,2015
J.J. Henry,94,.105,.066,-.088,.127,76,2015
Kyle Reifers,96,.101,.108,-.084,.076,80,2015
Mark Wilson,89,.092,-.299,.013,.377,81,2015
Whee Kim,71,.081,-.201,.324,-.043,56,2015
Ryo Ishikawa,90,.052,-.408,.436,.025,75,2015
Alex Prugh,84,.051,.319,-.085,-.183,72,2015
Brandt Snedeker,98,.020,-.126,-.199,.344,75,2015
Alex Cejka,94,.015,-.233,.113,.135,79,2015
Sean O'Hair,86,.012,.153,-.284,.142,81,2015
Ernie Els,57,.009,-.285,.192,.102,39,2015
David Hearn,97,-.002,-.216,.243,-.029,85,2015
Jamie Donaldson,50,-.008,.095,-.150,.046,32,2015
Jeff Overton,94,-.014,-.036,.041,-.018,75,2015
Derek Ernst,75,-.015,.676,-.547,-.144,63,2015
Camilo Villegas,83,-.019,-.296,.133,.143,74,2015
Hudson Swafford,97,-.022,.273,.109,-.404,83,2015
Davis Love III,51,-.031,.189,-.335,.116,42,2015
Ángel Cabrera,53,-.032,.060,.336,-.428,42,2015
Morgan Hoffmann,85,-.035,-.032,-.347,.343,69,2015
Carlos Ortiz,100,-.048,.355,-.238,-.166,83,2015
Adam Hadwin,95,-.051,.088,-.183,.044,81,2015
Jon Curran,83,-.059,-.406,.077,.270,65,2015
Carl Pettersson,106,-.099,-.038,.035,-.097,96,2015
Daniel Summerhays,101,-.103,-.111,.194,-.186,89,2015
Johnson Wagner,68,-.108,-.013,.106,-.201,57,2015
Russell Henley,87,-.116,.343,-.269,-.191,67,2015
Gonzalo Fernandez-Castaño,81,-.125,.187,-.495,.183,63,2015
Charlie Beljan,76,-.134,.583,-.293,-.424,57,2015
Luke Guthrie,84,-.147,-.314,.020,.147,68,2015
Colt Knost,90,-.152,-.084,.017,-.085,74,2015
Ken Duke,93,-.156,.067,.025,-.248,78,2015
K.J. Choi,66,-.159,-.522,.153,.210,57,2015
Scott Stallings,60,-.166,-.061,-.053,-.052,49,2015
Sung Joon Park,79,-.167,.104,-.326,.055,63,2015
Robert Garrigus,70,-.189,.345,-.318,-.217,55,2015
John Huh,102,-.191,-.041,-.120,-.030,89,2015
Sangmoon Bae,98,-.201,.251,-.276,-.176,88,2015
Robert Allenby,63,-.215,-.262,.260,-.213,51,2015
Nicholas Thompson,90,-.219,.370,-.139,-.450,70,2015
Seung-Yul Noh,65,-.220,-.555,.147,.188,54,2015
Padraig Harrington,60,-.263,-.434,-.165,.336,49,2015
Hunter Mahan,88,-.270,-.023,-.249,.003,65,2015
Byron Smith,59,-.276,-.085,-.149,-.042,43,2015
Mark Hubbard,79,-.281,-.060,-.350,.128,61,2015
Blayne Barber,76,-.297,.208,-.352,-.154,63,2015
Bryce Molder,91,-.319,-.294,-.181,.156,77,2015
Michael Thompson,83,-.349,-.089,-.301,.041,75,2015
Jhonattan Vegas,90,-.353,.173,-.314,-.212,72,2015
Zac Blair,108,-.356,-.299,-.188,.131,88,2015
Brian Stuard,97,-.356,-.103,-.200,-.052,79,2015
Sam Saunders,83,-.360,.307,-.294,-.372,63,2015
Retief Goosen,81,-.365,-.271,-.056,-.039,60,2015
Bo Van Pelt,81,-.368,-.296,.054,-.126,65,2015
Steve Wheatcroft,87,-.383,.148,-.450,-.082,72,2015
Erik Compton,86,-.385,-.216,-.217,.047,70,2015
Fabián Gómez,83,-.386,-.216,-.057,-.113,69,2015
D.A. Points,72,-.396,-.820,.224,.199,58,2015
Billy Hurley III,83,-.423,-.635,.114,.098,63,2015
Scott Pinckney,88,-.426,.123,-.409,-.140,74,2015
Tyrone Van Aswegen,58,-.428,-1.081,.471,.181,42,2015
Brice Garnett,81,-.443,-.198,-.327,.082,64,2015
Jim Renner,68,-.454,-.501,.085,-.038,56,2015
Derek Fathauer,81,-.474,-.455,-.198,.179,66,2015
Nick Taylor,91,-.489,-.080,-.224,-.185,83,2015
Chesson Hadley,101,-.525,-.080,-.218,-.227,89,2015
Justin Leonard,61,-.544,-.486,-.224,.166,54,2015
Ricky Barnes,82,-.555,-.819,-.072,.336,63,2015
Jonas Blixt,78,-.562,-.115,-.655,.209,52,2015
Andres Romero,69,-.563,-.269,-.221,-.073,54,2015
Tim Wilkinson,73,-.569,-.326,-.523,.280,58,2015
Troy Merritt,91,-.579,-.326,-.199,-.054,82,2015
Brian Davis,86,-.593,-.119,-.503,.029,71,2015
Max Homa,78,-.619,.066,-.467,-.218,62,2015
Andres Gonzales,90,-.714,-.386,-.349,.022,76,2015
Bill Lunde,50,-.724,.110,-.592,-.242,36,2015
Ben Crane,62,-.759,-.303,-.486,.030,52,2015
Jonathan Randolph,72,-.850,-.408,-.234,-.208,56,2015
Aaron Baddeley,76,-.945,-.596,-.719,.370,66,2015
Heath Slocum,57,-.970,-.229,-.759,.018,39,2015
Oscar Fraustro,58,-1.034,.259,-.637,-.655,40,2015
Andrew Svoboda,80,-1.041,-.171,-.410,-.460,70,2015
Matt Every,73,-1.043,-.925,-.074,-.044,56,2015
Eric Axley,57,-1.101,-.541,-.372,-.189,43,2015
Roger Sloan,56,-1.103,-.168,-.746,-.190,40,2015
Greg Chalmers,58,-1.133,-.323,-.782,-.028,36,2015
Andrew Putnam,68,-1.430,-1.411,-.132,.113,54,2015
Rory McIlroy,66,1.992,1.367,.602,.022,48,2014
Sergio Garcia,61,1.818,.382,1.150,.286,40,2014
Jim Furyk,84,1.705,.121,1.175,.408,66,2014
Hideki Matsuyama,82,1.545,.325,1.022,.198,64,2014
Justin Rose,70,1.506,.402,.744,.360,52,2014
Adam Scott,68,1.500,.725,.610,.166,56,2014
Bubba Watson,76,1.402,.967,.324,.111,56,2014
Charl Schwartzel,64,1.286,.550,.315,.421,54,2014
Graham DeLaet,80,1.262,.360,.895,.007,64,2014
Dustin Johnson,58,1.249,.730,.533,-.015,41,2014
Henrik Stenson,56,1.162,.650,.575,-.064,38,2014
Matt Kuchar,91,1.117,.210,.527,.380,76,2014
Jason Dufner,57,1.098,.316,.590,.192,42,2014
Jason Day,54,1.073,.495,.176,.402,33,2014
Gary Woodland,93,1.049,.581,.381,.087,73,2014
Ryan Palmer,85,.971,.760,.133,.078,67,2014
Kevin Chappell,100,.970,.386,.526,.058,87,2014
Bill Haas,107,.943,.296,.382,.265,82,2014
Russell Knox,92,.938,.221,.502,.215,83,2014
Kevin Stadler,90,.878,.505,.386,-.012,65,2014
Boo Weekley,73,.875,.732,.044,.099,56,2014
Brooks Koepka,56,.797,.425,.598,-.226,42,2014
Ryan Moore,86,.794,.253,.499,.041,62,2014
Jimmy Walker,98,.774,.119,.608,.048,73,2014
Marc Leishman,81,.766,.164,.546,.056,69,2014
Zach Johnson,97,.751,.145,.513,.093,84,2014
Keegan Bradley,89,.740,.430,.500,-.190,67,2014
Paul Casey,56,.725,-.013,.762,-.024,44,2014
Charles Howell III,106,.717,.498,.017,.201,95,2014
Chad Campbell,57,.709,.056,.641,.011,46,2014
Harris English,95,.706,.193,.465,.047,74,2014
Charley Hoffman,93,.691,.415,.301,-.026,76,2014
Nick Watney,80,.687,.298,.648,-.258,56,2014
Jason Kokrak,65,.686,.284,.476,-.074,61,2014
Ernie Els,85,.654,-.016,.141,.529,63,2014
Kevin Na,94,.638,-.100,.341,.397,78,2014
Phil Mickelson,71,.634,.201,.166,.266,50,2014
Jordan Spieth,102,.581,.034,.286,.260,79,2014
Webb Simpson,87,.580,-.027,.333,.275,74,2014
Shawn Stefani,60,.564,.412,.065,.086,57,2014
Cameron Tringale,111,.560,.008,.322,.230,98,2014
Vijay Singh,83,.554,.167,.126,.261,76,2014
Kyle Stanley,87,.552,.440,.623,-.511,72,2014
Willy Wilcox,51,.552,.487,.203,-.138,40,2014
Lucas Glover,68,.539,.335,.469,-.265,47,2014
George McNeill,79,.528,-.061,.537,.053,70,2014
Billy Horschel,92,.518,.473,.132,-.087,69,2014
Michael Putnam,106,.517,.111,.469,-.063,91,2014
Lee Westwood,57,.495,.334,.037,.124,43,2014
Chris Kirk,105,.489,.033,.287,.169,86,2014
Rickie Fowler,91,.480,.264,.213,.003,62,2014
J.B. Holmes,86,.476,.509,-.317,.283,77,2014
Bo Van Pelt,83,.431,.048,.468,-.085,67,2014
Seung-Yul Noh,92,.427,-.268,.447,.248,75,2014
David Toms,64,.405,.083,.203,.120,54,2014
Brian Harman,111,.403,-.014,.296,.121,101,2014
Steven Bowditch,93,.399,-.002,.094,.307,78,2014
Brendan Steele,89,.398,.237,.222,-.062,70,2014
Carl Pettersson,91,.397,.294,.096,.006,85,2014
Robert Garrigus,80,.382,.362,.156,-.136,73,2014
Andrew Svoboda,77,.370,.111,.323,-.064,66,2014
Martin Flores,85,.362,-.001,.391,-.029,68,2014
Martin Kaymer,65,.355,.279,.370,-.294,48,2014
John Peterson,62,.340,.415,.539,-.614,55,2014
John Senden,99,.328,.224,.127,-.023,81,2014
Heath Slocum,71,.327,.203,.083,.041,62,2014
Robert Streb,75,.319,.461,-.259,.117,64,2014
Brandt Snedeker,89,.318,-.043,.143,.217,66,2014
Camilo Villegas,95,.316,-.159,.413,.061,84,2014
Hunter Mahan,88,.314,.687,-.221,-.153,72,2014
Jhonattan Vegas,77,.314,.628,-.439,.125,64,2014
Graeme McDowell,66,.289,-.034,.379,-.055,46,2014
Jerry Kelly,80,.288,-.089,.218,.160,66,2014
Bud Cauley,56,.284,-.073,-.109,.467,46,2014
Billy Hurley III,86,.270,-.103,.250,.123,72,2014
Robert Allenby,83,.269,-.050,.552,-.234,70,2014
Brendon de Jonge,109,.256,.339,-.012,-.071,92,2014
Stewart Cink,91,.243,-.007,.442,-.192,72,2014
Chris Stroud,88,.236,-.174,.132,.278,72,2014
Jamie Lovemark,64,.235,.374,-.321,.181,47,2014
Ryo Ishikawa,75,.231,-.259,.395,.095,62,2014
Ken Duke,80,.230,-.092,.329,-.006,66,2014
Louis Oosthuizen,50,.212,.724,-.145,-.367,30,2014
Ángel Cabrera,69,.198,.554,.078,-.434,61,2014
Daniel Summerhays,98,.184,.040,.138,.005,88,2014
Luke Donald,57,.173,-.493,.315,.351,44,2014
Trevor Immelman,84,.157,-.006,-.013,.176,67,2014
Ricky Barnes,92,.145,-.267,.396,.015,78,2014
David Hearn,97,.136,-.118,.146,.108,82,2014
Scott Brown,100,.134,.277,-.139,-.005,83,2014
Ben Martin,80,.130,.213,-.097,.015,63,2014
Brendon Todd,108,.129,.015,-.174,.289,91,2014
"Ted Potter, Jr.",68,.125,.134,.096,-.104,60,2014
Brad Fritsch,50,.110,-.048,.098,.060,39,2014
Luke Guthrie,85,.109,-.231,.113,.228,76,2014
Nicholas Thompson,85,.105,.174,.301,-.371,70,2014
Roberto Castro,76,.084,-.122,-.159,.365,59,2014
Patrick Reed,92,.081,.040,-.352,.393,74,2014
Josh Teater,90,.076,.239,-.091,-.072,75,2014
James Hahn,82,.070,.162,.009,-.102,73,2014
Will MacKenzie,82,.070,.044,-.041,.067,73,2014
Kevin Streelman,79,.068,.471,-.242,-.162,60,2014
Tim Clark,75,.061,-.286,.253,.094,62,2014
John Merrick,87,.051,.129,.252,-.329,72,2014
Jeff Overton,80,.044,.056,-.059,.047,66,2014
Brian Stuard,91,.042,-.034,.195,-.119,74,2014
Martin Laird,66,.038,.238,-.205,.004,55,2014
Scott Langley,95,.016,-.395,.150,.262,79,2014
Kevin Kisner,85,.009,.049,.076,-.116,70,2014
Justin Hicks,103,-.003,.456,.172,-.631,90,2014
John Huh,87,-.010,-.059,.016,.033,70,2014
Retief Goosen,94,-.024,-.443,.151,.269,78,2014
Jonathan Byrd,76,-.027,.079,-.265,.159,65,2014
Matt Jones,83,-.029,.236,-.421,.157,60,2014
J.J. Henry,91,-.032,.192,-.119,-.105,78,2014
Geoff Ogilvy,84,-.032,-.020,.038,-.050,73,2014
K.J. Choi,80,-.039,-.339,.049,.251,67,2014
Davis Love III,74,-.056,.176,.053,-.285,63,2014
Charlie Beljan,76,-.058,.523,-.128,-.453,67,2014
Tim Wilkinson,86,-.078,-.145,-.287,.354,71,2014
Brian Davis,93,-.085,-.064,-.419,.399,81,2014
Gonzalo Fernandez-Castaño,83,-.092,-.262,-.070,.240,69,2014
Jeff Maggert,54,-.096,-.135,.200,-.161,44,2014
Ian Poulter,57,-.106,.042,-.176,.028,41,2014
Hudson Swafford,75,-.116,.305,.015,-.436,58,2014
Danny Lee,84,-.123,.157,-.007,-.272,69,2014
Troy Merritt,62,-.123,-.213,.261,-.171,55,2014
Stuart Appleby,92,-.126,-.311,-.160,.345,84,2014
Chesson Hadley,84,-.180,-.319,.242,-.102,71,2014
Sangmoon Bae,76,-.202,.179,-.299,-.081,65,2014
Andres Romero,81,-.207,.050,-.381,.124,72,2014
David Lingmerth,80,-.220,.094,-.171,-.142,67,2014
Jim Renner,61,-.221,-.339,.367,-.248,52,2014
Charlie Wi,72,-.221,-.350,-.253,.383,65,2014
Spencer Levin,59,-.230,-.224,-.113,.107,50,2014
William McGirt,96,-.235,.002,-.202,-.035,84,2014
Matt Every,85,-.236,-.234,.029,-.031,65,2014
Rory Sabbatini,82,-.245,-.065,.021,-.201,65,2014
Jason Bohn,81,-.253,-.475,.185,.038,73,2014
Brice Garnett,92,-.255,-.056,-.197,-.002,78,2014
Pat Perez,84,-.255,-.280,.063,-.039,75,2014
Erik Compton,88,-.259,-.089,.066,-.235,75,2014
Tyrone Van Aswegen,79,-.263,-.735,.291,.181,65,2014
Mark Wilson,69,-.265,-.232,-.112,.079,57,2014
Ben Crane,81,-.290,-.297,-.009,.017,78,2014
Freddie Jacobson,91,-.293,-.162,-.199,.068,81,2014
Michael Thompson,74,-.317,-.211,-.046,-.060,60,2014
Sean O'Hair,77,-.327,.121,-.473,.026,67,2014
Scott Stallings,77,-.369,.135,-.221,-.283,63,2014
John Rollins,84,-.395,-.204,.002,-.193,67,2014
Briny Baird,50,-.419,-.249,-.183,.013,45,2014
Bronson La'Cassie,51,-.431,-.040,-.535,.145,36,2014
Russell Henley,92,-.438,.205,-.371,-.272,75,2014
Y.E. Yang,79,-.463,-.097,-.586,.220,61,2014
Morgan Hoffmann,103,-.472,-.172,-.425,.125,90,2014
Bryce Molder,77,-.482,-.763,.006,.275,64,2014
Andrew Loupe,65,-.485,.220,-.509,-.196,50,2014
Jim Herman,62,-.488,.302,-.238,-.551,48,2014
Jonas Blixt,64,-.512,-.434,-.299,.221,43,2014
Tommy Gainey,73,-.540,.257,-.057,-.740,60,2014
Wes Roach,67,-.554,-.149,-.107,-.298,50,2014
Ben Curtis,77,-.616,-.257,-.416,.057,64,2014
Johnson Wagner,69,-.616,-.209,-.254,-.152,58,2014
Justin Leonard,75,-.677,-.752,-.497,.571,62,2014
Kevin Tway,64,-.677,.048,-.623,-.102,47,2014
Woody Austin,63,-.696,-.318,-.169,-.210,57,2014
Brian Gay,81,-.733,-.508,-.501,.276,63,2014
D.A. Points,75,-.753,-.424,-.308,-.021,55,2014
Derek Ernst,80,-.798,.312,-.694,-.415,63,2014
D.H. Lee,54,-.820,-.332,-.591,.103,45,2014
Aaron Baddeley,74,-.828,-.589,-.291,.051,59,2014
Richard Lee,80,-.878,-.150,-.750,.021,61,2014
Mike Weir,69,-.882,-1.582,.257,.443,53,2014
Chad Collins,78,-.884,-.635,-.522,.273,61,2014
Troy Matteson,62,-.914,-.264,-.417,-.233,49,2014
James Driscoll,71,-.958,-.661,-.146,-.151,58,2014
Greg Chalmers,85,-.989,-.503,-.636,.151,73,2014
Justin Rose,62,1.912,.459,.961,.491,46,2013
Tiger Woods,61,1.637,-.142,1.533,.247,43,2013
Henrik Stenson,65,1.614,.710,.776,.128,44,2013
Steve Stricker,51,1.474,.311,.567,.596,35,2013
Adam Scott,61,1.337,.734,.548,.055,44,2013
Jim Furyk,80,1.297,.023,.950,.323,64,2013
Jordan Spieth,82,1.291,.611,.480,.200,67,2013
Bubba Watson,76,1.164,.937,.292,-.065,59,2013
Keegan Bradley,88,1.153,.698,.270,.185,72,2013
Lee Westwood,70,1.088,.439,.479,.170,51,2013
Rory McIlroy,56,1.077,.624,.420,.032,41,2013
Bill Haas,85,.999,.365,.346,.289,69,2013
Matt Kuchar,93,.999,-.010,.731,.278,69,2013
Graham DeLaet,94,.969,.488,.640,-.159,81,2013
Charl Schwartzel,69,.967,.195,.711,.061,54,2013
Webb Simpson,92,.958,.216,.517,.225,70,2013
Roberto Castro,97,.931,.204,.379,.348,84,2013
Sergio Garcia,65,.928,.131,.538,.259,47,2013
Dustin Johnson,71,.906,.332,.663,-.090,51,2013
Vijay Singh,61,.851,.371,.501,-.021,48,2013
Jason Dufner,78,.812,.475,.440,-.103,61,2013
Phil Mickelson,78,.775,.021,.494,.260,57,2013
Boo Weekley,100,.774,.594,.401,-.221,83,2013
Lucas Glover,65,.765,.541,.307,-.083,52,2013
